Title,Content,Topic,index
arab handball championship club winners cup club africain semi finals,tap club africain qualified semi finals arab handball championship club winners cup win qatar al ahli 40 29 first round day 5 last game played tuesday afternoon beni khiar tunis club certain finishing third behind qatar al shamal al arabi also advanced semi final results played tuesday al arabi qat al shamel qat 33 24 al ahli qat club africain tun 29 40 1830 al khaleej ksa ebs beni khiar tun previous results al khaleej al arabi 23 34 club africain al shamel 23 25 al ahly es beni khiar 28 22 saturday al khaleej al ahli 30 25 al arabi club africain 18 25 es beni khiar al shamel 24 32 thursday al ahli al shamel 28 32 al khaleej club africain 34 33 es beni khiar al arabi 24 33 wednesday al arabi al ahli 32 29 es beni khiar club africain 25 31 al khaleej al shamel 21 30 rankings pts p 1 al shamel q 8 5 2 al arabi q 8 5 3 c africain q 6 5 al khaleej 4 4 5 al ahli 2 5 es beni khiar 0 4,Sports,147
tunisia soccer cup new fixtures round 16,tap new fixtures tunisia soccer cup round 16 games super cup game esperance st cs sfaxien initially scheduled march 15 postponed playing sunday march 17 zarzouna 1200 cs bizertin us tataouine ben jannet 1430 us monastir club africain kalaa seghira 1400 kalaa sports ws hamma lala 1400 egs gafsa stade tunisien chebba 1400 cs chebba sc ben arous taieb mehiri 14h00 cs sfaxien jerba tbd 1400 es metlaoui winners es sahel vs cs korba tbd 1430 marsa winners sebikha vs esperance de tunis,Sports,148
tunisia soccer cup round 16 fixtures,tap fixtures tunisia soccer cup round 16 games announced tunisian football federation monday playing sunday march 17 cs bizertin us tataouine 1200 us monastir c africain 1400 kalaa sports ws hamma 1400 egs gafsa tunisien 1400 cs chebba sporting ben arous 1400 es metlaoui winners es sahel vs cs korba 1400 tbd marsa winners sebikha vs esperance de tunis cs sfaxien jerba,Sports,149
arab handball championship club winners cup ebs beni khiar concede defeat qatar al ahli 22 28,tap tunisia ebs beni khiar conceded defeat qatar al ahli 22 28 15th arab handball championship club winners cup first round day 4 game played sunday beni khiar two matches day club africain defeated qatar al shamal 23 24 al arabi beat al khaleej saudi arabia 34 23 results sunday al khaleej ksa al arabi qat 23 34 club africain al shamel qat 23 25 al ahli qat es beni khiar 28 22 standings pts g 1 al shamal 8 4 2 al arabi 6 4 3 c africain 4 4 al khaleej 4 4 5 al ahli 2 4 6 ebs beni khiar 0 4,Sports,150
arab handball championship club winners cup c africain qatar al shamel 23 24,tap tunisia club africain conceded defeat qatar al shamal 23 24 15th arab handball championship club winners cup day 4 first round game played sunday beni khiar last game day oppose ebs beni khiar qatar al ahli results sunday al khaleej ksa al arabi qat 23 34 club africain tun al shamel qat 23 25 already played saturday al khaleej al ahli qat 30 25 al arabi club africain 18 25 es beni khiar tun al shamel 24 32 thursday al ahli al shamel 28 32 al khaleej club africain 34 33 es beni khiar al arabi 24 33 wednesday al arabi al ahli 32 29 es beni khiar club africain 25 31 al khaleej al shamel 21 30 rankings pts p 1 al shamel 8 4 2 al arabi 6 4 3 c africain 4 4 al khaleej 4 4 5 al ahli 0 3 es beni khiar 0 3 fixtures march 10 2 30p al arabi vs al shamel 4 30p al ahli vs club africain 6 30p al khaleej vs ebs beni khiar march 12 semi finals march 13 placement games march 14 final,Sports,151
davis cup group ii play offs tunisia defeat guatemala 3 1 2020 davis cup world group ii ties,tap tunisia tennis team qualified 2020 davis cup world group ii ties defeating guatemala three group ii play games played friday saturday guatemala city tunisia conceded defeat friday rubber 1 aziz dougaz lost tie break wilfredo gonzalez 3 6 6 3 5 7 tunisia snatched tie 1 1 thanks malek jaziri rubber 2 defeating franz luna lavidalie two sets 6 2 6 3 pair moez chargui skander mansouri saturday rubber 3 game duo sebastian dominguez wilfredo gonzalez 2 sets 0 7 6 7 5 malek jaziri defeated wilfredo gonzalez rubber 3 6 2 6 4 tunisia hence win 3 victories 1 loss participate 2020 davis cup world group ii ties due next september,Sports,152
caf champions league 2nd leg quarter final etoile beat wydad 1 0 eliminated,tap etoile sportive du sahel eliminated caf champions league despite 1 0 victory wydad de casablanca second leg quarter final olympic stadium rades saturday evening first leg casablanca ess defeated 0 2 goal match scored karim laaribi 59 next round wydad casablanca play al ahly egypt beat mamelodi sundowns south africa 1 1 2 0,Sports,153
arab handball championship club winners cup 2nd win club africain 3rd loss es beni khiar,tap club africain secured second win 15th arab handball championship club winners cup beating qatar al arabi 25 18 day 3 game played saturday afternoon beni khiar club africain defeated compatriots es beni khiar 31 25 day 1 lost saudi al khaleej day 2 beni khiar side lost third straight match qatar al shamel 24 32 conceding defeat club africain 25 31 al arabi 24 33 third match day saw saudi arabia al khaleej beat al ahli qatar 30 25 results played saturday al khaleej ksa al ahli qat 30 25 al arabi qat club africain 18 25 es beni khiar tun al shamel qat 24 32 previous results played thursday al ahli al shamel 28 32 al khaleej club africain 34 33 es beni khiar al arabi 24 33 played wednesday al arabi al ahli 32 29 es beni khiar club africain 25 31 al khaleej al shamel 21 30 rankings pts p 1 al shamel 6 3 2 al arabi 4 3 club africain 4 3 al khaleej 4 3 4 al ahli 0 3 ebs beni khiar 0 3 playing sunday march 8 1430 al khaleej al arabi 1630 club africain al shamel 1830 al ahli es beni khiar playing tuesday march 10 1430 al arabi al shamel 1630 al ahl club africain 1830 al khaleej es beni khiar thursday march 12 semi finals friday march 13 placement matches saturday march 14 final,Sports,154
tunisia basketball championship playoff phase day 9 results,tap results tunisia basketball championship playoff phase day 9 games played saturday afternoon js kairouan us monastir 59 63 club africain es rad 74 72 etoile du sahel ds grombalia 61 89 standings pts g 1 us monastir 18 9 2 ds grombalia 15 9 3 es rad 14 9 4 club africain 13 9 5 js kairouan 12 9 6 es sahel 10 9,Sports,155
tunisia handball cup round 16 esperance hammamet csk essef quarter finals,tap title holders esperance de tunis hammamet cs ksour essef secured place quarter finals 2019 2020 tunisian handball cup saturday round 16 matches remaining matches played march 18 saturday hammamet ca bizertin 26 16 us gueremda cs ksour essef 23 36 ariana esperance st 22 37 fixtures march 18 sc moknine ebs beni khiar es sahel em mahdia c africain jendouba sports cs sakiet ezzit medjez el beb teboulba fs menzel horr,Sports,156
tunisia volleyball championship playoff phase day 2 results,tap results tunisia volleyball championship playoff phase day 2 games played saturday afternoon marsa marsa co kelibia 3 2 sidi bou said ss sidi bou said etoile du sahel 0 3 sfax cs sfaxien esperance de tunis 3 1 rankings pts p 1 cs sfaxien 7 2 2 esperance st 5 2 3 co kelibia 4 2 4 es sahel 3 2 5 marsa 2 2 6 sidi bousaid 0 2 two bonus boints awarded esperance sportive de tunis finished top end first phase one point cs sfaxien ranked second,Sports,157
davis cup group ii play offs tunisia level guatemala 1 1 jaziri victory luna,tap tunisia level guatemala 1 1 malek jaziri defeated friday guatemala franz luna 6 2 6 3 davis cup group ii playoffs earlier aziz dougaz lost wilfredo gonzalez tie break 3 6 6 3 5 7 jaziri set take wilfredo gonzalez saturday aziz dougaz face franz luna,Sports,158
caf champions league 2nd leg quarter final esperance st eliminated zamalek,tap tunisia esperance st eliminated egypt zamalek despite victory 1 0 caf champions league 2nd leg quarter final game played friday evening rades stadium goal scored bilel ben saha penalty first led tunisia esperance st lost egypt zamalek 1 3,Sports,159
tennis ons jabeur final draw indian wells tournament,tap tunisia tennis player ons jabeur appear final draw indian wells usa masters tennis tournament scheduled march 11 22 according official website tournament published list players competing 2020 edition jabeur 25 climbed 39th wta rankings earlier week thanks latest performances australian open reached quarter finals dubai open round 16 doha open quarter finals,Sports,160
arab handball championship club winners cup day 2 club africain concede narrow defeat saudi khaleej,tap club africain conceded narrow defeat saudi al khaleej 33 34 15th arab handball championship club winners cup day 2 game played thursday beni khiar club africain defeated compatriots ebs beni khiar 31 25 day 1 qatar al shamel secured win compatriots al ahli 32 28 day 2 last match day pit ebs beni khiar qatar al arabi results played thursday al ahli qat al shamel qat 28 32 al khaleej ksa club africain tun 34 33 6 30 pm es beni khiar tun al arabi qat played wednesday al arabi al ahli 32 29 es beni khiar club africain 25 31 al khaleej al shamel 21 30 rankings pts p 1 al shamel 4 2 2 club africain 2 2 al arabi 2 1 al khaleej 2 2 4 al ahli 0 2 es beni khiar 0 1 playing saturday march 7 1430 al khaleej al ahly qat 1630 al arabi club africain 1830 es beni khiar al shamel playing sunday march 8 1430 al khaleej al arabi 1630 club africain al shamel 1830 al ahli es beni khiar playing tuesday march 10 1430 al arabi al shamel 1630 al ahl club africain 1830 al khaleej es beni khiar thursday march 12 semi finals friday march 13 placement matches saturday march 14 final,Sports,161
super cup opposing us monastir es rades scheduled april 11 france postponed,tap tunisian basketball super cup coupe des coupes pitting us monastir 2019 champions es rades tunisia cup winners scheduled april 11 levallois paris suburb postponed later date coronavirus tunisian basketball federation announced thursday french company organising event informed ftbb postponement super cup request town hall levallois federation specified,Sports,162
15th arab handball championship club winners cup men day 1 c africain beat ebs beni khiar 31 25,tap club africain defeated ebs beni khiar 31 25 15th arab handball championship club winners cup men day 1 game played wednesday beni khiar first day matches qatar al arabi defeated compatriots al ahly 32 29 qatar al chamal defeated al khalij saudi arabia 30 21 results al arabi qtr al ahly qtr 32 29 es beni khiar club africain 25 31 al khalij ksa al chamel qtr 21 30 playing thursday march 5 1430 al ahli qat al shamel qat 1630 al khaleej ksa club africain 1830 es beni khiar al arabi qat playing saturday march 7 1430 al khaleej ksa al ahly qat 1630 al arabi qat club africain 1830 es beni khiar al shamel qat playing sunday march 8 1430 al khaleej ksa al arabi qat 1630 club africain al shamel qat 1830 al ahli qat es beni khiar playing tuesday march 10 1430 al arabi qat al shamel qat 1630 al ahl qat club africain 1830 al khaleej ksa es beni khiar thursday march 12 semi finals friday march 13 placement matches saturday march 14 final,Sports,163
tunisia volleyball cup round 16 results,tap results tunisia volleyball cup round 16 games played wednesday afternoon zouaoui esperance de tunis co kelibia 3 0 sousse etoile du sahel tunisair club 3 0 hammam lif closed doors cs hammam lif cvb monastir 3 0 rades es rades astt sfax 0 3 boumhal closed doors boumhal bs ss sidi bousaid not take place sfax ust sfax cs sfaxien 1 3 carthage us carthage haouaria 0 3 bousalem ms bousalem marsa 2 3 bak,Sports,164
soccer arab cup u20 final senegal win title 1 0 win tunisia,tap tunisia u20 team lost title arab cup winners conceding defeat senegal 0 1 final arab cup u20 played wednesday afternoon dammam saudi arabia goal scored samba diallo 45 tunisia reached final large win morocco 4 0 semi final last sunday,Sports,165
rades host international youth table tennis tournament march 17 21,tap sports hall rades host march 17 21 international youth table tennis tournament cadets juniors bring together nearly 200 players 26 countries algeria qatar egypt yemen lebanon united states russia england belgium czech republic germany greece hungary georgia montenegro netherlands norway poland portugal romania slovakia india thailand mauritius panama host tunisia take part tournament said tunisian table tennis federation,Sports,166
fiba world ranking tunisia still 33rd,tap tunisia basketball team kept 33rd spot fiba world ranking released international basketball federation fiba tuesday tunisia top arab teams ranked 3rd africa behind nigeria 23rd angola 32nd national basketball team earned ranking thanks performance 2019 fiba basketball world cup hosted china last september tunisia take part olympic qualifying tournament scheduled next june croatia,Sports,167
fixtures 15th arab handball championship club winners cup,tap city beni khiar hosting march 4 14 15th arab handball championship club winners cup six teams taking part edition es beni khiar club africain tunisia al khaleej saudi arabia al ahli al shamel al arabi qatar fixtures playing wednesday march 4 1430 al khaleej ksa al shamel qat 1630 al arabi qat al ahli qat 1830 es beni khiar club africain playing thursday march 5 1430 al ahli qat al shamel qat 1630 al khaleej ksa club africain 1830 es beni khiar al arabi qat playing saturday march 7 1430 al khaleej ksa al ahly qat 1630 al arabi qat club africain 1830 es beni khiar al shamel qat playing sunday march 8 1430 al khaleej ksa al arabi qat 1630 club africain al shamel qat 1830 al ahli qat es beni khiar playing tuesday march 10 1430 al arabi qat al shamel qat 1630 al ahl qat club africain 1830 al khaleej ksa es beni khiar thursday march 12 semi finals friday march 13 placement matches saturday march 14 final,Sports,168
first royal death coronavirus princess maria teresa spain dies testing positive coronavirus,princess maria teresa 86 bourbon parma royal family died yesterday testing positive covid 19,World,169
coronavirus tragedy hits 50 doctors died italy,least 50 doctors died coronavirus infection italy country national doctor association revealed,World,170
tunisia sfax 3rd death reported coronavirus,70 year old passed away new coronavirus sfax said rbatt chief service wiessem karim,Society,171
tunisia president kais saied orders give part chinese medical aid army security,presidency republic said part delivered medical aid republic china delivered army security troops,Society,172
tunisia presidency republic commands deliver necessary medical supplies palestinian people,presidency republic called upon liberals tunisia world deliver needed medical supplies palestinian people especially since population density characterizes palestinian lands refugee camps well shortage resources might spread coronavirus pandemic,Society,173
coronavirus cases palestine hit 97,palestinian official announced saturday six new covid 19 cases recorded west bank bringing total number cases palestinian territories 97 cases,World,174
uk coronavirus death toll rises 1 019 260 one day,britain said 1 019 people died testing positive coronavirus 1700 gmt friday rise 260 total 24 hours earlier,World,175
tunisia coronavirus detention warrant issued man invoked night demonstration,public prosecutor office issued detention warrant man charge calling night demonstration tunis jebel lahmar said communication officer tunis court first instance deputy public prosecutor mohsen dali statement tap agency saturday man arrested accused provocation nighttime demonstration curfew times told tap youth groups gathered jebel lahmar neighbourhood shouting allah akbar ask god mercy face coronavirus breach curfew provisions dali also indicated public prosecutor office issued detention warrant person publishing fake news resignations security officials,Society,176
tunisia haica suspends attessia tv kollouna tounes 3 months,independent high authority audiovisual communication decided suspend attessia tv kollouna tounes 3 months,Non classé,177
tunisia kef tajerouine complete lockdown,municipal council tajerouine governorate kef chose place city complete lowdown anticipation generalization contamination coronavirus saturday march 28,Society,178
germany treat critically ill coronavirus eastern france,hospitals german state baden wuerttemberg offered treat critically ill coronavirus patients neighbouring alsace region france struggling cope rising number cases,Non classé,179
tunisia kais kabtani new permanent representative tunisia united nations,kais kabtani ambassador permanent representative republic tunisia african union appointed new permanent representative tunisia united nations,Politics,180
spain experiences worst day coronavirus deaths 832 space 24 hours bringing total 5 690,spain coronavirus death toll rose 832 cases overnight 5 690 health ministry said saturday marking new high daily rise fatalities,World,181
iran coronavirus death toll tops 2 500,iran announced saturday 139 people died novel coronavirus raising official death toll 2 517 one world worst affected countries,World,182
tunisia abdellatif mekki war attempting create buzz,minister health abdellatif mekki firmly denounced mentality buzz times national security threatened coronavirus pandemic facebook post said viewed dean medical school president college council head department preventive medicine infectious disease international expert nothing sort anyone desires discover truth summons elite impairing national government led effort,Society,183
france emmanuel macron manifests solidarity italy states europe must not selfish,french president emmanuel macron sought saturday win italians saying interview italy leading newspapers france help italians wary talk aid china russia fight coronavirus reports france 24,World,184
tunisia djerba 3 new cases coronavirus,djerba confirmed three cases new coronavirus announced medenine basic health director zaied al anz statement,Society,185
tunisia protective equipment gear screening coronavirus offered chinese billionaire jack arrive tunisia,tunisia received 100 000 bibs 20 000 tests coronavirus 741 protective suits 1 100 face masks declared director public diplomacy information ministry foreign affairs bouraoui limam contribution form protective gear screening coronavirus granted african union african centre disease control africa cdc said statement tap agency limam revealed equipment part several contributions granted african countries financed chinese businessman jack african union carrying efforts strengthen international support african countries fight pandemic continued limam pointed tunisia would like hail forces exerted au appreciate jack foundation ethiopian government efforts distribution delivery equipment director public diplomacy information also praised role performed tunisian embassy ethiopia securing timely delivery equipment,Society,186
brazil jair bolsonaro says coronavirus crisis media trick,brazil president jair bolsonaro accused political foes press purposefully tricking citizens dangers coronavirus latin america braced spike number deaths,World,187
tunisia bct pays tribute dr taouhida ben cheikh first female doctor history tunisia,central bank tunisia put circulation march 27 2020 new banknote ten dinars type 2020 current legal tender,Economy,188
america civil rights leader joseph lowery passes away aged 98,reverend joseph lowery key ally martin luther king u civil rights movement 1960s died late friday age 98 family said statement,World,189
tunisia bill delegation legislative authority pm elyes fakhfakh addressed parliamentary commission,committee rules procedure immunity parliamentary laws electoral laws held teleconference friday discuss bill delegation legislative power prime minister,Politics,190
egyptian comedy icon george sidhom passes away aged 81,egyptian comedian george sidhom co founder one oldest stand comedy groups arab world tholathy adwaaa el masrah died age 81 local media reported,Society,191
jordan confirms first coronavirus death,jordan announced first death new coronavirus victim woman 80s sates local media,World,192
covid 19 travel fears 2020 automotive offerings running private members club,latest edition business line euronews looks coronavirus impacting travel tourism take run private exclusive members business clubs heart dubai financial district cancellation geneva auto show,Business,193
budget airline ryanair says ground nearly flights next week due coronavirus,budget airline ryanair says ground nearly flights next week due coronavirus crisis gripping europe,Business,194
coronavirus hand sanitiser face masks overpriced stock covid 19 spreads,covid 19 outbreak sent people scrambling buy basic medical supplies like hand sanitiser protective masks,Business,195
asian markets open freefall amid coronavirus fears,global stock exchanges suffered historic crashes coronavirus panic gripped financial world,Business,196
wake call eu mobilizes economic toolbox reach sustainability,17 sustainable development goals set un described blueprint achieve sustainable future,Business,197
brexit british government spent least 5 billion preparing leaving eu,uk national audit office nao released report showing government departments spent least 4 4 billion 5 08 billion preparing united kingdom exit,Business,198
packing sustainable punch europe forming new relationship plastic,today modern economy would not function without plastic waste generates created public backlash concerns environmental impact innovative ways producing reusing recycling plastic therefore needed change relationship essential material,Business,199
bad wrap restoring plastic reputation,since 1950s depended plastic cheap durable material today everywhere supermarket aisles fast food restaurants mobile phones amount keeps growing,Business,200
coronavirus global markets fall amid pessimism response measures,international stock markets fell friday fears coronavirus outbreak dominated trading,Business,201
fintech start ups transforming relationship money,global financial landscape midst unprecedented shift financial technology fintech driving force behind transforming relationship money,Business,202
covid 19 spread prompts federal reserve slash rates surprise move,surprise move federal reserve cut benchmark interest rate sizable half percentage point tuesday effort support economy face spreading coronavirus,Business,203
geneva motor show 2020 swiss car showcase cancelled coronavirus,geneva motor show cancelled swiss government put immediate ban friday public private events involving 1 000 people order halt spread new covid 19 coronavirus,Business,204
covid 19 big data healthcare india electric vehicles watch business line,latest edition business line euronews looks impact artificial intelligence big data healthcare sector covid 19 coronavirus causing ripples chinese stock market way india plugged electric vehicle market,Business,205
fiscal rules towards new growth model europe,currently europe not countries called excessive deficit 3 gdp public debt still remains elevated parts bloc france belgium italy spain greece among countries debt gdp ratios near 100,Business,206
europe biggest companies need spend twice much reducing emissions report,european companies spent 124 billion reducing carbon footprint 2019 report claims half needed spend eu reach net zero carbon target 2050,Business,207
markets plunge covid 19 fears dow closing 870 points,stocks slumped wall street tuesday piling losses day market biggest drop two years fears spread growing covid 19 outbreak slow global economic growth,Business,208
high tech start ups croatia rimac automobili pushing electric car limits,not silicon valley high tech startups found croatia afterall nikola tesla started inventions back late 19th century businesses today creating new kinds robotics energy management rimac,Business,209
strength numbers benefits firms join forces,firms join forces hotbeds innovation especially high tech industries like defence security frequently vanguard pioneering research technology,Business,210
capturing co2 reduce carbon dioxide emissions cement industry,cement industry responsible 6 8 per cent global carbon dioxide emissions,Sci-tech,211
mars might hold key better understanding climate change,busy years united arab emirates space programme,Sci-tech,212
new coronavirus hard older people scientists not sure,older adults appear severely risk new coronavirus young children seem largely spared understanding could crucial treating people illness causes according scientists,Sci-tech,213
coronavirus mask pushers pump wares social media,coronavirus related products still sale across major social media platforms including person person messaging systems despite efforts crack black grey market activity around outbreak,Sci-tech,214
stock trading app robinhood suffers third outage amid market turbulence,stock trading app robinhood suffered outage monday third time week frustrating users zero fee tech startup tried place trades day market plunge,Sci-tech,215
new rules facebook twitter led warning beneath president retweet,video joe biden deceptively edited make appear endorsed president donald trump election triggered warning labels twitter facebook one first instances new policies meant curb misinformation applied trump campaign,Sci-tech,216
eu funding changing face latvian innovation,university latvia riga face innovation drastically changing,Sci-tech,217
twitter strikes deal activist investor keep jack dorsey ceo,twitter struck deal keep jack dorsey ceo activist hedge fund recently agitated leadership change company,Sci-tech,218
sxsw conference canceled amid heightened coronavirus concerns,mayor austin texas announced friday city declared disaster due coronavirus outbreak move resulted cancellation south southwest conference,Sci-tech,219
facebook groups coronavirus misinformation thrives despite broader crackdown,facebook efforts limit spread coronavirus misinformation running problem groups,Sci-tech,220
nasa new mars rover gets name percy short,first came sojourner spirit opportunity curiosity followed perseverance,Sci-tech,221
disappearing beaches climate change could wipe half world sandy shorelines,half world beaches could disappear end century result climate change induced coastal erosion rising seas according study published monday thejournal nature climate change,Sci-tech,222
san francisco full tech backlash reaches new heights skyscraper battle,san francisco john elberling drastic plan address city housing crisis no new skyscrapers,Sci-tech,223
try not touch face also try not think touching face,president donald trump confessed wednesday last weeks missing something touching face,Sci-tech,224
2020 critical year climate biodiversity,90 european citizens say protecting environment important 80 believe protected legislation,Sci-tech,225
barry diller weighs hollywood streaming wars,barry diller hollywood mogul employed jeffrey katzenberg assistant says neither bearish nor bullish quibi new short form streaming service katzenberg plans launch next month,Sci-tech,226
gardens graveyards coral discovered hidden canyons australia coast,south australian coast surrounded labyrinth underwater canyons many still unexplored last week international team researchers underwater robot companion completed survey three canyons uncovering hidden world thriving coral gardens ash white coral graveyards,Sci-tech,227
bloomberg novel meme strategy drawing wrong kind buzz,adrienne elrod democratic strategist worked hillary clinton 2016 campaign certain mike bloomberg campaign account hacked,Sci-tech,228
coronavirus could happen football season cancelled,english football authorities confirmed professional matches suspended least 30th april,Sports,229
emiliano sala pilot not licenced flight killed cardiff footballer,pilot involved plane crash killed argentinian footballer emiliano sala not licenced fly aircraft investigation found,Sports,230
coronavirus premier league champions league europa league suspended,premier league suspended least 4 april due coronavirus outbreak,Sports,231
arsenal manager mikel arteta tests positive covid 19,arsenal manager mikel arteta tested positive covid 19 club announced,Sports,232
portugal grouped france nations league title defense,portugal play world champion france start defense nations league second edition uefa tournament,Sports,233
biggest clown inter milan chief coronavirus tirade serie boss,probably biggest darkest clown ever seen,Sports,234
2022 europa league final pusk arena budapest hungary uefa,budapest host first major european men football final uefa named hungarian capital pusk arena location 2022 europa league final,Sports,235
tyson fury could face rematch american deontay wilder,heavyweight boxing world champion tyson fury could face rematch american deontay wilder later year,Sports,236
covid 19 coronavirus postpones ireland italy rugby lyon juventus football goes ahead,champions league match french side lyon turin based juventus set go ahead wednesday despite local concerns covid 19 coronavirus,Sports,237
continued georgian japanese judoka success sseldorf,last day dusseldorf grand slam georgia 2018 world champion guram tushishvili looking sustain country success,Sports,238
england power past ireland six nations,england dominated six nations fixture ireland twickenham ruthlessly ended irish dreams grand slam,Sports,239
continued success japan judoka young georgian sseldorf,day two iss dome dusseldorf began impressive sights performances display group local children business stars judo took tatami,Sports,240
abe siblings star day 1 2020 dusseldorf grand slam,19 year old double world champion uta abe back action first day 2020 dusseldorf grand slam iss dome,Sports,241
psg president nasser al khelaifi charged fifa bribery case say swiss federal prosecutors,president french football giants paris saint germain charged connection wider bribery investigation linked world cup television rights says office switzerland attorney general,Sports,242
racism football message sent devastating,head world players union told euronews everybody football beyond needs address issue racism,Sports,243
uefa bans english giants manchester city champions league two seasons,uefa banned english football giants manchester city lucrative champions league competition two seasons ordered pay fine 30 million,Sports,244
shock riner loses first fight almost decade,day 2 paris grand slam saw return king two time olympic 10 time world champion teddy riner stadium packed fans ready cheer,Sports,245
home favourite wins gold paris grand slam,judo fans gathered paris thousands witness first day one anticipated events world judo tour 2020 paris grand slam,Sports,246
covid 19 countries impose lockdown measures,following several countries ireland introduced lockdown friday 12 april bid stem spread new coronavirus,World,247
spain reports record covid 19 death toll 832 new deaths 24 hours,spain suffered record breaking 832 coronavirus deaths 24 hours authorities announced saturday bringing country death toll 5 690,World,248
covid 19 wuhan partially reopens months long isolation,crowds passengers arrived wuhan train station saturday chinese city 11 million people ground zero became global coronavirus pandemic partially opened two months isolation,World,249
coronavirus shown economy important trump elderly people view,monday texas lt gov dan patrick essentially said economic well country important lives older people republican politician riffing theme president donald trump hammering week framing dilemma posed coronavirus either save entire u economy tolerate deaths cannot let cure worse problem trump tweeted sunday,World,250
migrants arriving greece say no protection coronavirus,coronavirus crisis spreads migrants attempting enter europe vulnerable position little no help,World,251
imf declares global recession doubles size financial war chest,international monetary fund says coronavirus crisis caused global recession,World,252
least 100 000 could die covid 19 syria warn ngos,least 100 000 could die covid 19 pandemic northwest syria overcrowded camps decimated healthcare system make country particularly vulnerable medical staff ground warned,World,253
four die cruise ship stranded panama two test positive covid 19,four people died cruise ship stranded coast panama another two tested positive covid 19 cruise line announced friday,World,254
cybercrime spikes coronavirus pandemic says europol,like everyone else face pandemic criminals seem staying home turning different methods make buck,World,255
paris hospital fears overwhelmed covid 19 cases increase,medical chief paris told euronews hospital intensive care unit lack people beds ventilators patient numbers continue rise,World,256
enough protect health workers covid 19 frontline culture clash,goggles properly question worries emergency medicine doctor marco garrone every single day,World,257
coronavirus footage shows madrid hospital overflowing amid covid 19 crisis,footage spanish hospital reveals reality life covid 19 frontline,World,258
week pictures coronavirus dominating global agenda,spread covid 19 dominated global agenda week affecting way millions people lead lives,World,259
us congress gives final passage 2 trillion coronavirus stimulus bill,house friday passed 2 trillion coronavirus economic stimulus bill president donald trump signed quickly,World,260
need better representation female role models smash glass ceiling view,asked young people uk france name female entrepreneurial role model whose values ambitions aligned 2 said could germany dropped even 1 statistics speak chronic lack female entrepreneurial role models europe sadly also case across globe,World,261
saudi arabia clear response coronavirus outbreak stark contrast west view,saudi arabia bold swift response covid 19 lesson western countries means far minimal cases one death country compare neighbouring iran deaths well four figures turkey health professionals speculate 60 country covid positive,World,262
eu leaders spar covid 19 cases soar spain returns faulty tests headlines across europe,coronavirus cases surged half million people confirmed contracted virus across globe,World,263
smash hit rage therapy helps fight stress uae,countries middle east north africa type stress relief called destruction rage therapy rising popularity,World,264
